title,description,url,adaptive_support,remote_support,test_type,duration_minutes,job_levels,languages,keywords,cleaned_title,combined_text
SVAR - Spoken English (Indian Accent) (New),"an automated spoken english test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken english understanding. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,Yes,Knowledge & Skills,0,entry-level,english (usa),"svar spoken, svar, indian accent, accent new, accent",SVAR Spoken English,"SVAR - Spoken English (Indian Accent) (New) is the title, an automated spoken english test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken english understanding. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 0 min, it is a entry-level in english (usa) language, svar spoken, svar, indian accent, accent new, accent can be used."
Oracle WebLogic Server (New),"multi-choice test that measures the knowledge of the concepts of weblogic such as server installation, administration, node, logs manager, security and deployment.",https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,Yes,Yes,Knowledge & Skills,7,"mid-professional, professional individual contributor",english (usa),"oracle weblogic, weblogic server, weblogic, concepts weblogic, oracle",Oracle WebLogic Server,"Oracle WebLogic Server (New) is the title, multi-choice test that measures the knowledge of the concepts of weblogic such as server installation, administration, node, logs manager, security and deployment. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a mid-professional, professional individual contributor in english (usa) language, oracle weblogic, weblogic server, weblogic, concepts weblogic, oracle can be used."
Business Communications,"this test measures the candidates knowledge of communicating in the workplace. it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. designed for the average business worker, this test includes the following topics: electronic communication, employment communication, listening, meetings, nonverbal communication, verbal communication, and written communication. this version of the test is not adaptive.",https://www.shl.com/products/product-catalog/view/business-communications/,Yes,Yes,Knowledge & Skills,35,,english (usa),"communications test, business communications, communication employment, employment communication, communicating workplace",Business Communications,"Business Communications is the title, this test measures the candidates knowledge of communicating in the workplace. it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. designed for the average business worker, this test includes the following topics: electronic communication, employment communication, listening, meetings, nonverbal communication, verbal communication, and written communication. this version of the test is not adaptive. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 35 min, it is a nan in english (usa) language, communications test, business communications, communication employment, employment communication, communicating workplace can be used."
MS Word (New),multi-choice test that measures the ability to use ms word to record and save textual information.,https://www.shl.com/products/product-catalog/view/ms-word-new/,Yes,Yes,Knowledge & Skills,4,"professional individual contributor, supervisor, mid-professional, entry-level, graduate, manager","spanish, french, portuguese (brazil), english (usa)","ms word, word new, word record, use ms, save textual",MS Word,"MS Word (New) is the title, multi-choice test that measures the ability to use ms word to record and save textual information. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 4 min, it is a professional individual contributor, supervisor, mid-professional, entry-level, graduate, manager in spanish, french, portuguese (brazil), english (usa) language, ms word, word new, word record, use ms, save textual can be used."
Zabbix (New),"multi-choice test that measures the knowledge of zabbix architecture, data handling, monitoring and administration.",https://www.shl.com/products/product-catalog/view/zabbix-new/,Yes,Yes,Knowledge & Skills,9,"mid-professional, professional individual contributor",english (usa),"zabbix new, knowledge zabbix, zabbix architecture, zabbix, monitoring administration",Zabbix,"Zabbix (New) is the title, multi-choice test that measures the knowledge of zabbix architecture, data handling, monitoring and administration. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 9 min, it is a mid-professional, professional individual contributor in english (usa) language, zabbix new, knowledge zabbix, zabbix architecture, zabbix, monitoring administration can be used."
Hibernate (New),"multi-choice test that measures the knowledge of hibernate architecture, hibernate mapping and hibernate query language(hql).",https://www.shl.com/products/product-catalog/view/hibernate-new/,Yes,Yes,Knowledge & Skills,5,"mid-professional, professional individual contributor",english (usa),"hibernate new, hibernate architecture, knowledge hibernate, architecture hibernate, hibernate mapping",Hibernate,"Hibernate (New) is the title, multi-choice test that measures the knowledge of hibernate architecture, hibernate mapping and hibernate query language(hql). Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 5 min, it is a mid-professional, professional individual contributor in english (usa) language, hibernate new, hibernate architecture, knowledge hibernate, architecture hibernate, hibernate mapping can be used."
Power Electronics and Drives (New),"multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,Yes,Yes,Knowledge & Skills,15,"mid-professional, professional individual contributor, graduate",english (usa),"electronics drives, power electronics, drives new, power semiconductor, converters drives",Power Electronics and Drives,"Power Electronics and Drives (New) is the title, multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 15 min, it is a mid-professional, professional individual contributor, graduate in english (usa) language, electronics drives, power electronics, drives new, power semiconductor, converters drives can be used."
Business Communication (adaptive),"this is an adaptive test that measures knowledge of communicating in the workplace. it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. designed for the average business worker, this test includes the following topics: electronic communication, employment communication, listening, meetings, nonverbal communication, verbal communication, and written communication.",https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Yes,Yes,Knowledge & Skills,24,"entry-level, front line manager, manager, mid-professional, professional individual contributor",english (usa),"communication adaptive, adaptive test, business communication, adaptive, adaptive adaptive",Business Communication,"Business Communication (adaptive) is the title, this is an adaptive test that measures knowledge of communicating in the workplace. it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. designed for the average business worker, this test includes the following topics: electronic communication, employment communication, listening, meetings, nonverbal communication, verbal communication, and written communication. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 24 min, it is a entry-level, front line manager, manager, mid-professional, professional individual contributor in english (usa) language, communication adaptive, adaptive test, business communication, adaptive, adaptive adaptive can be used."
Mechatronics Engineering (New),"multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.",https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,Yes,Yes,Knowledge & Skills,19,"graduate, mid-professional, professional individual contributor",english (usa),"mechatronics engineering, mechatronics systems, mechatronic systems, mechatronics, basic mechatronics",Mechatronics Engineering,"Mechatronics Engineering (New) is the title, multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 19 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, mechatronics engineering, mechatronics systems, mechatronic systems, mechatronics, basic mechatronics can be used."
MongoDB (New),"multi-choice test that measures the conceptual knowledge of mongodb like sharding, replication, indexing, security and storage. it also checks the knowledge of mongodb queries and data models.",https://www.shl.com/products/product-catalog/view/mongodb-new/,Yes,Yes,Knowledge & Skills,7,"mid-professional, professional individual contributor",english (usa),"mongodb new, mongodb, mongodb like, knowledge mongodb, mongodb queries",MongoDB,"MongoDB (New) is the title, multi-choice test that measures the conceptual knowledge of mongodb like sharding, replication, indexing, security and storage. it also checks the knowledge of mongodb queries and data models. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a mid-professional, professional individual contributor in english (usa) language, mongodb new, mongodb, mongodb like, knowledge mongodb, mongodb queries can be used."
Reading Comprehension - Spanish v1,"the reading comprehension - spanish assessment provides a general measure of spanish reading comprehension. this test is comprised of items that contain a passage that must read in order to answer the question being asked. the questions focus on the ability to demonstrate an understanding of the passage. questions may be specific in nature, with answers that can be found almost word for word in the passage. for example, the question may ask for a date, name or place that can be found by closely reading through the passage. alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. what is the theme of the passage? or what is the mood of the author? are examples of general questions that may be asked.",https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,,26,"entry-level, front line manager, manager, mid-professional, professional individual contributor",latin american spanish,"comprehension spanish, spanish reading, spanish assessment, reading comprehension, comprehension test",Reading Comprehension Spanish v,"Reading Comprehension - Spanish v1 is the title, the reading comprehension - spanish assessment provides a general measure of spanish reading comprehension. this test is comprised of items that contain a passage that must read in order to answer the question being asked. the questions focus on the ability to demonstrate an understanding of the passage. questions may be specific in nature, with answers that can be found almost word for word in the passage. for example, the question may ask for a date, name or place that can be found by closely reading through the passage. alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. what is the theme of the passage? or what is the mood of the author? are examples of general questions that may be asked. Yes, have adaptive support and Yes have remote support. nan skills, duration is 26 min, it is a entry-level, front line manager, manager, mid-professional, professional individual contributor in latin american spanish language, comprehension spanish, spanish reading, spanish assessment, reading comprehension, comprehension test can be used."
SAP Business Objects WebI (New),"multi-choice test that measures the knowledge of sap interactive analysis, reporting, formatting and scheduling documents.",https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,Yes,Yes,Knowledge & Skills,10,"mid-professional, professional individual contributor",english (usa),"webi new, sap interactive, sap, sap business, objects webi",SAP Business Objects WebI,"SAP Business Objects WebI (New) is the title, multi-choice test that measures the knowledge of sap interactive analysis, reporting, formatting and scheduling documents. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a mid-professional, professional individual contributor in english (usa) language, webi new, sap interactive, sap, sap business, objects webi can be used."
Kubernetes (New),"multi-choice test that measures the knowledge of the architecture, cluster and services of kubernetes.",https://www.shl.com/products/product-catalog/view/kubernetes-new/,Yes,Yes,Knowledge & Skills,6,"mid-professional, professional individual contributor",english (usa),"kubernetes new, kubernetes, services kubernetes, cluster services, architecture cluster",Kubernetes,"Kubernetes (New) is the title, multi-choice test that measures the knowledge of the architecture, cluster and services of kubernetes. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 6 min, it is a mid-professional, professional individual contributor in english (usa) language, kubernetes new, kubernetes, services kubernetes, cluster services, architecture cluster can be used."
Front Office Management (New),multi-choice test that measures the knowledge of front office operations.,https://www.shl.com/products/product-catalog/view/front-office-management-new/,Yes,Yes,Knowledge & Skills,7,"entry-level, graduate, mid-professional, professional individual contributor",english (usa),"management new, office management, office operations, management, knowledge office",Front Office Management,"Front Office Management (New) is the title, multi-choice test that measures the knowledge of front office operations. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a entry-level, graduate, mid-professional, professional individual contributor in english (usa) language, management new, office management, office operations, management, knowledge office can be used."
Electrical and Electronics Engineering (New),"multi-choice test that measures the candidates knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.",https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,Yes,Yes,Knowledge & Skills,14,"graduate, mid-professional, professional individual contributor",english (usa),"electrical engineering, electronics engineering, engineering new, electrical electronics, electrical",Electrical and Electronics Engineering,"Electrical and Electronics Engineering (New) is the title, multi-choice test that measures the candidates knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 14 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, electrical engineering, electronics engineering, engineering new, electrical electronics, electrical can be used."
Financial and Banking Services (New),"multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of macroeconomics.",https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,Yes,Yes,Knowledge & Skills,9,"graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),"financial banking, banking services, banking, banking products, products banking",Financial and Banking Services,"Financial and Banking Services (New) is the title, multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of macroeconomics. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 9 min, it is a graduate, manager, mid-professional, professional individual contributor, supervisor in english (usa) language, financial banking, banking services, banking, banking products, products banking can be used."
Electronics and Embedded Systems Engineering (New),"multi-choice test that measures the candidates knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Yes,Yes,Knowledge & Skills,18,"graduate, mid-professional, professional individual contributor",english (usa),"engineering new, electronics embedded, embedded systems, choice test, systems engineering",Electronics and Embedded Systems Engineering,"Electronics and Embedded Systems Engineering (New) is the title, multi-choice test that measures the candidates knowledge and understanding on concepts like embedded systems and, analog and digital electronics. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 18 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, engineering new, electronics embedded, embedded systems, choice test, systems engineering can be used."
Workplace Administration Skills (New),"multi-choice test that measures the ability to organize ones workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.",https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,Yes,Yes,Knowledge & Skills,12,"manager, mid-professional, professional individual contributor, supervisor",english (usa),"administration skills, workplace administration, skills new, workplace, administration",Workplace Administration Skills,"Workplace Administration Skills (New) is the title, multi-choice test that measures the ability to organize ones workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 12 min, it is a manager, mid-professional, professional individual contributor, supervisor in english (usa) language, administration skills, workplace administration, skills new, workplace, administration can be used."
SHL Verify Interactive G+,"shl verify interactive g (svig) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: deductive reasoning, inductive reasoning, and numerical reasoning. the candidate will see questions measuring all three abilities. candidates will receive a score on each of the specific abilities as well as a general ability score. this test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.",https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,Yes,Yes,,36,"graduate, manager, mid-professional, professional individual contributor","english (usa), chinese traditional, korean, serbian, slovak, spanish, english international, danish, swedish, norwegian, finnish, latvian, lithuanian, estonian, portuguese, hungarian, thai, czech, polish, turkish, portuguese (brazil), romanian, latin american spanish, italian, french (canada), chinese simplified, dutch, german, french, russian, indonesian, greek, japanese","svig test, shl verify, interactive svig, interactive shl, verify interactive",SHL Verify Interactive G,"SHL Verify Interactive G+ is the title, shl verify interactive g (svig) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: deductive reasoning, inductive reasoning, and numerical reasoning. the candidate will see questions measuring all three abilities. candidates will receive a score on each of the specific abilities as well as a general ability score. this test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice. Yes, have adaptive support and Yes have remote support. nan skills, duration is 36 min, it is a graduate, manager, mid-professional, professional individual contributor in english (usa), chinese traditional, korean, serbian, slovak, spanish, english international, danish, swedish, norwegian, finnish, latvian, lithuanian, estonian, portuguese, hungarian, thai, czech, polish, turkish, portuguese (brazil), romanian, latin american spanish, italian, french (canada), chinese simplified, dutch, german, french, russian, indonesian, greek, japanese language, svig test, shl verify, interactive svig, interactive shl, verify interactive can be used."
Training Development,"the training development test measures knowledge of developing and delivering training programs. designed for experienced trainers, this test covers the following topics: analysis methods, audience analysis, design materials, design strategy, developing instructional materials, general knowledge, media, project management plan, purpose of training, training delivery, and writing instructional objectives.",https://www.shl.com/products/product-catalog/view/training-development/,Yes,Yes,Knowledge & Skills,15,"front line manager, manager",english (usa),"training development, development training, training training, development test, delivering training",Training Development,"Training Development is the title, the training development test measures knowledge of developing and delivering training programs. designed for experienced trainers, this test covers the following topics: analysis methods, audience analysis, design materials, design strategy, developing instructional materials, general knowledge, media, project management plan, purpose of training, training delivery, and writing instructional objectives. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 15 min, it is a front line manager, manager in english (usa) language, training development, development training, training training, development test, delivering training can be used."
COBOL Programming (New),"multi-choice test that measures the knowledge of cobol programming fundamentals, programming structure and different types of application processing.",https://www.shl.com/products/product-catalog/view/cobol-programming-new/,Yes,Yes,Knowledge & Skills,10,"mid-professional, professional individual contributor",english (usa),"cobol programming, cobol, knowledge cobol, programming new, programming fundamentals",COBOL Programming,"COBOL Programming (New) is the title, multi-choice test that measures the knowledge of cobol programming fundamentals, programming structure and different types of application processing. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a mid-professional, professional individual contributor in english (usa) language, cobol programming, cobol, knowledge cobol, programming new, programming fundamentals can be used."
Cyber Risk (New),"multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.",https://www.shl.com/products/product-catalog/view/cyber-risk-new/,Yes,Yes,Knowledge & Skills,9,"manager, mid-professional, professional individual contributor, supervisor",english (usa),"cyber risk, risk new, risk management, network security, security network",Cyber Risk,"Cyber Risk (New) is the title, multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 9 min, it is a manager, mid-professional, professional individual contributor, supervisor in english (usa) language, cyber risk, risk new, risk management, network security, security network can be used."
SAP HCM (Human Capital Management) (New),"multi-choice test that measures the knowledge of sap hr/ hcm structure, personnel administration, sap hcm tasks, sap hcm successfactors solutions.",https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,Yes,Knowledge & Skills,0,"mid-professional, professional individual contributor",english (usa),"sap hcm, hr hcm, sap hr, management new, administration sap",SAP HCM,"SAP HCM (Human Capital Management) (New) is the title, multi-choice test that measures the knowledge of sap hr/ hcm structure, personnel administration, sap hcm tasks, sap hcm successfactors solutions. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 0 min, it is a mid-professional, professional individual contributor in english (usa) language, sap hcm, hr hcm, sap hr, management new, administration sap can be used."
Verify Interactive G+ Candidate Report,verify interactive g candidate report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,Yes,,0,,,"report verify, verify interactive, candidate report, interactive candidate, report",Verify Interactive G Candidate Report,"Verify Interactive G+ Candidate Report is the title, verify interactive g candidate report Yes, have adaptive support and Yes have remote support. nan skills, duration is 0 min, it is a nan in nan language, report verify, verify interactive, candidate report, interactive candidate, report can be used."
OPQ Maximising your Learning Report,this opq (occupational personality questionnaire) report is designed to help people get the most from their development. it summarises the preferred approach to learning across four dimensions.,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,Yes,Yes,Personality & Behavior,0,"executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor, director","danish, dutch, portuguese, swedish, english international","opq occupational, report opq, opq, opq maximising, occupational personality",OPQ Maximising your Learning Report,"OPQ Maximising your Learning Report is the title, this opq (occupational personality questionnaire) report is designed to help people get the most from their development. it summarises the preferred approach to learning across four dimensions. Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 0 min, it is a executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor, director in danish, dutch, portuguese, swedish, english international language, opq occupational, report opq, opq, opq maximising, occupational personality can be used."
Production and Industrial Engineering (New),"multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,Yes,Knowledge & Skills,13,"graduate, mid-professional, professional individual contributor",english (usa),"industrial engineering, engineering new, production industrial, planning manufacturing, manufacturing systems",Production and Industrial Engineering,"Production and Industrial Engineering (New) is the title, multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 13 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, industrial engineering, engineering new, production industrial, planning manufacturing, manufacturing systems can be used."
SAP Hybris (New),"multi-choice test that measures the knowledge of hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.",https://www.shl.com/products/product-catalog/view/sap-hybris-new/,Yes,Yes,Knowledge & Skills,20,"mid-professional, professional individual contributor",english (usa),"sap hybris, hybris new, sap, knowledge hybris, hybris",SAP Hybris,"SAP Hybris (New) is the title, multi-choice test that measures the knowledge of hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 20 min, it is a mid-professional, professional individual contributor in english (usa) language, sap hybris, hybris new, sap, knowledge hybris, hybris can be used."
Aerospace Engineering (New),"multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics.",https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,Yes,Yes,Knowledge & Skills,10,"graduate, mid-professional, professional individual contributor",english (usa),"aerospace engineering, aerospace, knowledge aerodynamics, instrumentation flight, engineering new",Aerospace Engineering,"Aerospace Engineering (New) is the title, multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, aerospace engineering, aerospace, knowledge aerodynamics, instrumentation flight, engineering new can be used."
Dependability and Safety Instrument (DSI),"the dsi is a short pre-screening tool for many key entry-level roles. it is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors. note: turkish end june 2012 and romanian end may 2013 are on limited beta relase",https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,Yes,Yes,Personality & Behavior,10,entry-level,"portuguese (brazil), chinese traditional, danish, dutch, finnish, french, german, icelandic, chinese simplified, english international, italian, latin american spanish, polish, swedish, english (usa), norwegian, russian","dsi dsi, dsi, instrument dsi, dsi short, dependability safety",Dependability and Safety Instrument,"Dependability and Safety Instrument (DSI) is the title, the dsi is a short pre-screening tool for many key entry-level roles. it is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors. note: turkish end june 2012 and romanian end may 2013 are on limited beta relase Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 10 min, it is a entry-level in portuguese (brazil), chinese traditional, danish, dutch, finnish, french, german, icelandic, chinese simplified, english international, italian, latin american spanish, polish, swedish, english (usa), norwegian, russian language, dsi dsi, dsi, instrument dsi, dsi short, dependability safety can be used."
Java Frameworks (New),"multi-choice test that measures the knowledge of different java frameworks - struts, hibernate and spring.",https://www.shl.com/products/product-catalog/view/java-frameworks-new/,Yes,Yes,Knowledge & Skills,17,"mid-professional, professional individual contributor",english (usa),"java frameworks, frameworks new, frameworks, different java, frameworks struts",Java Frameworks,"Java Frameworks (New) is the title, multi-choice test that measures the knowledge of different java frameworks - struts, hibernate and spring. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 17 min, it is a mid-professional, professional individual contributor in english (usa) language, java frameworks, frameworks new, frameworks, different java, frameworks struts can be used."
Desktop Support (New),"multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",https://www.shl.com/products/product-catalog/view/desktop-support-new/,Yes,Yes,Knowledge & Skills,8,"graduate, mid-professional, professional individual contributor",english (usa),"desktop support, desktop, technical support, support new, operating systems",Desktop Support,"Desktop Support (New) is the title, multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 8 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, desktop support, desktop, technical support, support new, operating systems can be used."
Universal Competency Framework Job profiling guide,"the shl universal competency framework establishes a common language for competencies that underpins shls products and services. it is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding peoples behaviours at work and the likelihood of being able to succeed in a given role and in a given environment",https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,Yes,"Ability & Aptitude, Personality & Behavior",0,"director, entry-level, executive, front line manager, manager, mid-professional, professional individual contributor","english international, portuguese","competency framework, universal competency, competencies, competency, competencies underpins",Universal Competency Framework Job profiling guide,"Universal Competency Framework Job profiling guide is the title, the shl universal competency framework establishes a common language for competencies that underpins shls products and services. it is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding peoples behaviours at work and the likelihood of being able to succeed in a given role and in a given environment Yes, have adaptive support and Yes have remote support. Ability & Aptitude, Personality & Behavior skills, duration is 0 min, it is a director, entry-level, executive, front line manager, manager, mid-professional, professional individual contributor in english international, portuguese language, competency framework, universal competency, competencies, competency, competencies underpins can be used."
Data Entry (New),simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,https://www.shl.com/products/product-catalog/view/data-entry-new/,Yes,Yes,Knowledge & Skills,4,entry-level,english (usa),"data entry, entry test, entry new, filled data, data pre",Data Entry,"Data Entry (New) is the title, simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 4 min, it is a entry-level in english (usa) language, data entry, entry test, entry new, filled data, data pre can be used."
Paint Technology (New),"multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.",https://www.shl.com/products/product-catalog/view/paint-technology-new/,Yes,Yes,Knowledge & Skills,7,"professional individual contributor, graduate, mid-professional",english (usa),"paint technology, paint raw, paint, knowledge paint, technology new",Paint Technology,"Paint Technology (New) is the title, multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a professional individual contributor, graduate, mid-professional in english (usa) language, paint technology, paint raw, paint, knowledge paint, technology new can be used."
Verify G+ - Ability Test Report,"the shl verify g ability test report provides the candidates overall general ability score alongside scores on numerical, deductive and inductive reasoning, using the comparison group selected by the user.",https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Yes,Yes,,0,,,"verify ability, shl verify, ability test, test report, ability score",Verify G Ability Test Report,"Verify G+ - Ability Test Report is the title, the shl verify g ability test report provides the candidates overall general ability score alongside scores on numerical, deductive and inductive reasoning, using the comparison group selected by the user. Yes, have adaptive support and Yes have remote support. nan skills, duration is 0 min, it is a nan in nan language, verify ability, shl verify, ability test, test report, ability score can be used."
Telecommunications Engineering (New),"multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Yes,Yes,Knowledge & Skills,7,"graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),"telecommunications engineering, telecommunications, engineering new, communication digital, analog communication",Telecommunications Engineering,"Telecommunications Engineering (New) is the title, multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a graduate, manager, mid-professional, professional individual contributor, supervisor in english (usa) language, telecommunications engineering, telecommunications, engineering new, communication digital, analog communication can be used."
Social Media (New),multi-choice test that measures the knowledge about the different social media platforms.,https://www.shl.com/products/product-catalog/view/social-media-new/,Yes,Yes,Knowledge & Skills,10,"entry-level, graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),"social media, different social, social, media new, media platforms",Social Media,"Social Media (New) is the title, multi-choice test that measures the knowledge about the different social media platforms. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a entry-level, graduate, manager, mid-professional, professional individual contributor, supervisor in english (usa) language, social media, different social, social, media new, media platforms can be used."
